group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Falling Wedge,3,0.02,0.02,335,0.001131125001292591,0.5343283582089552,0.48082462801933357,-0.0009868341419710333,0.4847761194029851,0.0021179591432636245,-0.00022046872433386714,0.004498365739183301,0.024,1.1283288733964514,0.44776119402985076,0.3940298507462687,1.8776119402985074
Head and Shoulders,3,0.02,0.02,173,-0.0009284990796409736,0.5144508670520231,0.44047276828695514,-0.0018981796044274264,0.4664739884393064,0.0009696805247864532,-0.0028757382808914773,0.00460659226162677,0.262,0.9107209619226472,0.4508670520231214,0.43352601156069365,1.7861271676300579
Inverse Head and Shoulders,3,0.02,0.02,128,-0.0010669455741996485,0.5,0.41465072364379996,0.0005444215984524887,0.52109375,-0.0016113671726521368,-0.004887162916435302,0.0017600890078791108,0.828,0.8847595916987198,0.375,0.40625,1.9765625
Inverted Cup and Handle,3,0.02,0.02,52,-0.0035010098945002306,0.4423076923076923,0.31594847188588093,-0.0013268922659491525,0.4673076923076923,-0.002174117628551078,-0.0071950205257557305,0.0032337251060193927,0.808,0.6945973923884058,0.36538461538461536,0.4807692307692308,1.6153846153846154
Rectangle,3,0.02,0.02,81,-0.001357485898998603,0.4567901234567901,0.352731535009501,-0.0002658903547544803,0.5012345679012346,-0.0010915955442441223,-0.005192671896497088,0.002904043847782795,0.702,0.8485680736613148,0.345679012345679,0.38271604938271603,2.049382716049383
Rising Wedge,3,0.02,0.02,488,-0.0005106343337320453,0.48155737704918034,0.43754233508735507,-0.0022582073162484713,0.45491803278688525,0.0017475729825164263,-3.79982917411451e-05,0.0036388103481768803,0.026,0.9436040153799338,0.3729508196721312,0.3831967213114754,2.0061475409836067
Symmetrical Triangle,3,0.02,0.02,357,-7.850430314214655e-06,0.5294117647058824,0.4775967554610379,-0.0015010337187554188,0.4666666666666667,0.001493183288441204,-0.0010080776984142407,0.0038232772142193184,0.052,0.9991272466245333,0.4061624649859944,0.3641456582633053,2.0056022408963585
Ascending Triangle,3,,,244,0.0008273741053989328,0.4959016393442623,0.4337172784108756,0.0013207517156409538,0.5278688524590164,-0.0004933776102420209,-0.005250210302213717,0.0038362765619517313,0.594,1.07061577302514,,,3.0
Bear Flag,3,,,461,-0.00721089100348395,0.43383947939262474,0.3893284615861458,-0.001488040637494378,0.47657266811279825,-0.005722850365989572,-0.010357640047140043,-0.0014191144808905045,1.0,0.6555554058760117,,,3.0
Bull Flag,3,,,654,0.004030130363141436,0.5076452599388379,0.46939607779588566,0.001852207067091763,0.5194189602446483,0.002177923296049674,-0.0011787735235319924,0.005596229518424556,0.088,1.3155361405497903,,,3.0
Cup and Handle,3,,,88,0.0017309047867237622,0.5,0.3977398665504473,-0.000547629157036349,0.509090909090909,0.0022785339437601114,-0.004024919737509551,0.009651533879888685,0.256,1.1725723476956644,,,3.0
Descending Triangle,3,,,154,-0.0035501517337581615,0.4675324675324675,0.3904795652294576,-0.002030762232941912,0.4772727272727273,-0.0015193895008162501,-0.009062716938562955,0.00517210474578748,0.73,0.7869109127217612,,,3.0
Double Bottom,3,,,407,0.0028774327303994775,0.5257985257985258,0.4772719413460448,0.000481532969518612,0.5113022113022113,0.0023958997608808656,-0.0011947536376566744,0.005973575888629092,0.076,1.2415980120052266,,,3.0
Double Top,3,,,447,-0.0023129523425819525,0.4608501118568233,0.4151696941326708,-0.0025929410927348026,0.4651006711409396,0.00027998875015284994,-0.003356536094466192,0.004228248920646371,0.42,0.8527713805616054,,,3.0
Falling Wedge,3,,,335,0.00431263784022747,0.5134328358208955,0.46006080688255413,1.0831326438306304e-05,0.49522388059701494,0.004301806513789163,0.0003677123828250186,0.008275011534543778,0.01,1.4034602035550585,,,3.0
Head and Shoulders,3,,,173,-0.008630220622918489,0.45664739884393063,0.3841663630408885,-0.0017842325136062957,0.4838150289017341,-0.0068459881093121955,-0.01456037318375729,0.0004989688151672648,0.994,0.577267939929402,,,3.0
Inverse Head and Shoulders,3,,,128,-0.0006937688333131416,0.53125,0.4451521555712906,0.002288672463177451,0.51796875,-0.002982441296490594,-0.010127992433131046,0.005423890969218699,0.858,0.9456470051736254,,,3.0
Inverted Cup and Handle,3,,,52,-0.003722764052651808,0.46153846153846156,0.3334025986239788,-0.002548228461585153,0.45,-0.0011745355910666557,-0.009563940912796583,0.0073936294175509345,0.608,0.7298583768597867,,,3.0
Rectangle,3,,,80,-0.0007038715180514952,0.4375,0.3341368457196415,-0.00016645372719363254,0.50625,-0.0005374177908578634,-0.009809449756169885,0.009839933084548254,0.57,0.9528570453793754,,,3.0
Rising Wedge,3,,,485,-0.0006379720525214875,0.4865979381443299,0.44239474823985875,-0.0021989000863225786,0.46350515463917524,0.0015609280338010915,-0.0016884699458655497,0.004525905616372299,0.116,0.9487897844236336,,,3.0
Symmetrical Triangle,3,,,357,-0.0003889519735181593,0.5014005602240896,0.4497955827605718,-0.0006257903304003544,0.48291316526610645,0.000236838356882195,-0.003679169474217723,0.003606171873322417,0.48,0.9671924136672664,,,3.0
Ascending Triangle,3,,0.02,244,0.0013794684635606838,0.45491803278688525,0.3936164780470069,0.000239567287753365,0.444672131147541,0.001139901175807319,-0.002434094695745475,0.0047402124178997865,0.252,1.1420474918611265,,0.39344262295081966,2.5368852459016393
Bear Flag,3,,0.02,461,-0.002730187601147065,0.33405639913232105,0.29252811311588545,-0.0008130185050392745,0.3644251626898048,-0.0019171690961077915,-0.004639071474413444,0.0007609380805140253,0.93,0.795938636579649,,0.579175704989154,2.1865509761388284
Bull Flag,3,,0.02,655,0.0025879320334221993,0.4122137404580153,0.37513522262316845,0.000882137859300251,0.407175572519084,0.001705794174121949,-0.001173632392729182,0.004318834404058731,0.08,1.2344313139103038,,0.48396946564885496,2.3923664122137405
Cup and Handle,3,,0.02,88,0.0008559444636813342,0.4431818181818182,0.3439329119175508,-0.0005786823621991522,0.43522727272727274,0.0014346268258804867,-0.004079684148310514,0.007351178814600834,0.316,1.0867277128984794,,0.38636363636363635,2.6136363636363638
Descending Triangle,3,,0.02,154,-0.000792901516436045,0.38961038961038963,0.31617077302808605,-0.0016657398981042486,0.39285714285714285,0.0008728383816682045,-0.0035565456879996784,0.006053335812769984,0.322,0.9306483394053358,,0.4675324675324675,2.357142857142857
Double Bottom,3,,0.02,407,-9.46103486091083e-05,0.40294840294840295,0.3564176031166336,0.00011688612404342707,0.42186732186732184,-0.00021149647265253499,-0.0027094717779897253,0.0025419167292338144,0.494,0.9912073118330101,,0.45454545454545453,2.3759213759213758
Double Top,3,,0.02,447,-0.0026994177252596886,0.3512304250559284,0.30841570455206707,-0.001801624511440303,0.3850111856823266,-0.0008977932138193849,-0.003468178790163198,0.0017574698826245349,0.774,0.7828873362034046,,0.5503355704697986,2.250559284116331
Falling Wedge,3,,0.02,335,0.002753422037143785,0.4417910447761194,0.38957014103041276,-0.0003982380420861947,0.4134328358208955,0.003151660079229981,9.17733839775507e-05,0.00653376165696534,0.018,1.2666471517847024,,0.4597014925373134,2.4746268656716417
Head and Shoulders,3,,0.02,173,-0.002978125188350158,0.3815028901734104,0.31243596740848334,-0.001129842420176223,0.3988439306358382,-0.0018482827681739337,-0.007015774851757816,0.0033845030928070846,0.864,0.7758581846119257,,0.5144508670520231,2.3583815028901736
Inverse Head and Shoulders,3,,0.02,128,-0.0014517719264799628,0.4296875,0.34721027760971723,0.0016142464786616823,0.45703125,-0.0030660184051416444,-0.00832112057888988,0.003773061722225327,0.924,0.8676053261076937,,0.453125,2.4296875
Inverted Cup and Handle,3,,0.02,52,-0.005696093049782107,0.3269230769230769,0.2152190173110406,-0.00157915196720466,0.38269230769230766,-0.004116941082577446,-0.011298492265737611,0.0025762635753063872,0.914,0.5680128088856236,,0.5576923076923077,2.269230769230769
Rectangle,3,,0.02,80,0.003968268738361828,0.4125,0.31105686511513087,-0.0006764584826091067,0.4325,0.004644727220970933,-0.0025202298121619012,0.012992814614666736,0.034,1.4203895414658603,,0.4,2.45
Rising Wedge,3,,0.02,487,0.00044365261853386014,0.41683778234086244,0.37386601423269716,-0.0025827972603945965,0.3837782340862423,0.003026449878928457,0.0006484606970548484,0.005451894020180737,0.002,1.0441173165902928,,0.42299794661190965,2.4743326488706368
Symmetrical Triangle,3,,0.02,357,-0.0013331384559396534,0.4257703081232493,0.37553588400603116,-0.0010558175368079327,0.4,-0.0002773209191317206,-0.0033177442765913545,0.0023956532659922805,0.592,0.8752420817538529,,0.43137254901960786,2.5406162464985993
