group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Descending Triangle,1,0.02,,1644,0.00015360549112120755,0.5237226277372263,0.4995527198483906,-0.0005770163561877773,0.49878345498783455,0.0007306218473089848,-6.615764623011869e-05,0.0015165576548218733,0.03,1.0247091285229275,0.22627737226277372,,1.0
Double Bottom,1,0.02,,5597,-0.0004159913686270433,0.51313203501876,0.5000327249792929,-0.0005574863328842456,0.5038592102912275,0.0001414949642572022,-0.000317558105201845,0.0005933537069472823,0.224,0.9362005106693185,0.21547257459353225,,1.0
Double Top,1,0.02,,6109,-0.0002764231346099631,0.5171059093141267,0.5045680645797691,-0.000743383012689814,0.48731379931248975,0.0004669598780798508,1.2563172712609164e-05,0.0009274773449628357,0.006,0.9613993719509231,0.2699296120477983,,1.0
Falling Wedge,1,0.02,,3183,0.0006454700891620352,0.5350298460571787,0.5176703794546849,-0.000450615787311014,0.5046497015394282,0.0010960858764730492,0.0005118445117933148,0.0016613310952787901,0.0,1.1190338767446002,0.19698397737983034,,1.0
Head and Shoulders,1,0.02,,1782,0.00047753219334455724,0.5263748597081931,0.5031601342731328,-0.000843994013382266,0.49219977553310884,0.0013215262067268227,0.0004887645038733365,0.0021513776685710352,0.0,1.0730114892967886,0.2738496071829405,,1.0
Inverse Head and Shoulders,1,0.02,,1728,-5.551844117924122e-05,0.5040509259259259,0.4804937371746731,-0.00036286864381207643,0.5094328703703703,0.00030735020263283506,-0.00043617695417607944,0.0009781943833974635,0.196,0.990145295800351,0.17939814814814814,,1.0
Inverted Cup and Handle,1,0.02,,564,0.0020569320423237903,0.5886524822695035,0.54757425580168,-0.0005102751103463547,0.4874113475177305,0.0025672071526701454,0.0012416211336241873,0.004041035017319488,0.0,1.3468635657861656,0.3173758865248227,,1.0
Rectangle,1,0.02,,1337,-0.00010761473388787098,0.5086013462976814,0.48181749510227795,-0.00032942804087148403,0.5052356020942408,0.000221813306983613,-0.000570783752057285,0.0010371697259380914,0.256,0.9817513909053904,0.18773373223635004,,1.0
Rising Wedge,1,0.02,,5611,0.00016970347200027743,0.5027624309392266,0.489682258924924,-0.0006986986442093071,0.4792015683478881,0.0008684021162095846,0.00046192289295462477,0.001240669573684634,0.0,1.031456084200398,0.18053822847977188,,1.0
Symmetrical Triangle,1,0.02,,3678,0.00021228212158907667,0.5261011419249593,0.5099451254264066,-0.0003198419557745154,0.5026644915715063,0.000532124077363592,-3.349697792717822e-05,0.0010681786990770605,0.01,1.038883326894178,0.1756389342033714,,1.0
Triple Bottom,1,0.02,,143,-0.001244616934208684,0.45454545454545453,0.37518809216689986,-0.00044369915883781934,0.4937062937062937,-0.0008009177753708646,-0.0029523827736309583,0.0013502413514303627,0.792,0.777356128319333,0.13286713286713286,,1.0
Triple Top,1,0.02,,214,-0.000494560655204604,0.4766355140186916,0.4107206937462206,-0.0005485376872047088,0.4803738317757009,5.397703200010437e-05,-0.002148759535832676,0.002240972235925174,0.492,0.9302084294863954,0.24299065420560748,,1.0
Ascending Triangle,1,0.02,0.02,3163,-0.0005467307987476453,0.4966803667404363,0.47927020103820817,-0.0006491888541119713,0.48978817578248496,0.00010245805536432612,-0.00039462366640760806,0.0005091393560133018,0.302,0.8987473371049465,0.1315207081884287,0.1492254189061018,1.0
Bear Flag,1,0.02,0.02,4742,-0.0017690573158626168,0.4559257697174188,0.44179121381588937,-0.0011170467768127823,0.46760860396457193,-0.0006520105390498344,-0.0011339768624632457,-0.00019828761066134246,0.998,0.7746068350967178,0.2410375369042598,0.2975537747785744,1.0
Bull Flag,1,0.02,0.02,7707,-0.001100998507966586,0.47385493707019594,0.4627229406953325,-0.0009038699220748176,0.4828078370312703,-0.00019712858589176837,-0.0005030978130603709,0.0001293094578532713,0.914,0.8292772070948844,0.17633320358115998,0.21071752951861944,1.0
Cup and Handle,1,0.02,0.02,1224,-0.0004209011246971292,0.48284313725490197,0.45494565395957953,-0.00043722266557324417,0.49330065359477127,1.632154087611488e-05,-0.0007103260264829972,0.0007701729572829699,0.496,0.9211480481859803,0.14705882352941177,0.14460784313725492,1.0
