group,n,hit,stop,mean_ret,days,per_day_bp,bh_per_day_bp,edge_bp,ann,dim,tp,sl,period
above MA200,74893.0,0.9394068871590135,0.010321391852376056,0.015827529686390993,33.12651382639232,4.777903817268268,4.86549759149596,-0.087593774227692,0.1279190898131073,trend,0.03,0.5,
beaten-down,23413.0,0.9597659419980353,0.010592405928330415,0.019843872053222848,21.913979413146542,9.05534849654837,9.271700292750353,-0.21635179620198264,0.25620029425414614,trend,0.03,0.5,
below MA200,17138.0,0.950110864745011,0.012020072353833585,0.01756824188637599,28.842338662621074,6.091129464873796,6.289045047017617,-0.19791558214382177,0.16584918208113786,trend,0.03,0.5,
low vol,38467.0,0.9342813320508487,0.01008656770738555,0.014958617271401438,40.72560896352718,3.67302482445333,3.7536178058723975,-0.08059298141906764,0.0969605631685031,vol,0.03,0.5,
mid vol,38466.0,0.940284926948474,0.01073675453647377,0.015320600703566683,31.134898351791193,4.9207164675664625,5.0148109436310415,-0.09409447606457912,0.1319836724425958,vol,0.03,0.5,
high vol,38466.0,0.9607705506161285,0.011048718348671554,0.02041927464763732,18.7954297301513,10.863957324094098,11.122357797406345,-0.25840047331224725,0.314719217438157,vol,0.03,0.5,
6m losers,38337.0,0.9553173174739807,0.010746798132352558,0.01898265114766959,24.880402744085348,7.629559433953379,7.8199420063931235,-0.1903825724397447,0.21190268339760143,mom,0.03,0.5,
6m middle,38337.0,0.9379972350470824,0.010199024441140413,0.015771471761216297,34.40368312596186,4.584239339570814,4.686096471483014,-0.1018571319121996,0.12243042915389934,mom,0.03,0.5,
6m winners,38337.0,0.9417794819625949,0.010825051516811436,0.015932721007624988,31.48363200041735,5.060636272020262,5.141675641737466,-0.08103936971720453,0.13598007017804448,mom,0.03,0.5,
NASDAQ-100,21367.0,0.9570833528338092,0.010015444376842795,0.020505545332053513,26.047877568212666,7.8722518863023625,8.16458875248355,-0.29233686618118737,0.219331433649804,index,0.03,0.5,
S&P-only,94077.0,0.9424088778341146,0.010767775332971928,0.016081702217584655,31.163313030815182,5.160459737282298,5.250318835724167,-0.08985909844186954,0.13883982027613428,index,0.03,0.5,
(NASDAQ-only),2411.0,0.953961012028204,0.01783492326835338,0.021205912651038432,22.653255910410618,9.36108819628571,9.759045126938192,-0.3979569306524823,0.2659072738551955,sector,0.03,0.5,
Communication Services,5190.0,0.9402697495183044,0.014836223506743738,0.01421232611926952,28.96878612716763,4.906082725344454,4.8239471737915816,0.08213555155287271,0.13156651236984174,sector,0.03,0.5,
Consumer Discretionary,10681.0,0.9471023312423931,0.013856380488718284,0.016626767331862635,26.3599850201292,6.307578444815497,6.515041306100126,-0.20746286128462918,0.1722217363427796,sector,0.03,0.5,
Consumer Staples,7706.0,0.9310926550739683,0.004412146379444588,0.016533220538181903,39.102647287827665,4.2281588805187,4.112028518463678,0.11613036205502245,0.11240805528035724,sector,0.03,0.5,
Energy,4759.0,0.933809623870561,0.03214961126287035,0.005128420796370145,26.485396091615886,1.9363202191239186,2.1454499993643306,-0.20912978024041223,0.0500004008889281,sector,0.03,0.5,
Financials,17355.0,0.9431287813310285,0.010544511668107173,0.016479397970744776,30.790492653414002,5.352105975127217,5.384658983868923,-0.03255300874170598,0.14435022941430842,sector,0.03,0.5,
Health Care,13283.0,0.9492584506512083,0.00888353534593089,0.01769856613042511,31.361891139049913,5.643335107552852,5.824300388233556,-0.1809652806807028,0.15277483071556164,sector,0.03,0.5,
Industrials,18167.0,0.9502944900093576,0.005944845048714702,0.019360076136898666,29.879231573732593,6.479442447883593,6.656506793202535,-0.17706434531894227,0.17730634875346718,sector,0.03,0.5,
Information Technology,16249.0,0.9576589328574067,0.011200689273186043,0.01919441495164447,24.601575481568098,7.802108025977946,8.128974459735726,-0.3268664337577798,0.21717970122232022,sector,0.03,0.5,
Materials,5682.0,0.9368180218233016,0.012847588877155931,0.014092342773047564,32.46180922210489,4.34120682449559,4.305591459491069,0.035615365004520984,0.11558024961438274,sector,0.03,0.5,
Real Estate,6916.0,0.9321862348178138,0.01026604973973395,0.014155976045650937,35.47672064777328,3.99021549545038,4.146882149197989,-0.15666665374760885,0.10576054510292443,sector,0.03,0.5,
Utilities,7045.0,0.9399574166075231,0.005251951738821859,0.019034666483329597,35.64371894960965,5.340258268291069,5.402200313731111,-0.06194204544004295,0.14400880318192,sector,0.03,0.5,
test,46454.0,0.940930813277651,0.005747621302794162,0.018603275446074104,29.391570155422567,6.329459551735418,6.434750616192344,-0.10529106445692546,0.17286787383507374,period,0.03,0.5,
train,68990.0,0.94794897811277,0.013915060153645456,0.015753931425739564,30.77199594144079,5.119567627566099,5.252584350933252,-0.13301672336715342,0.13766747402312984,period,0.03,0.5,
ALL,115444.0,0.9451249090468106,0.010628529849970548,0.01690049103144121,30.21652056408302,5.593129425871106,5.715294094909742,-0.12216466903863668,0.15131809952682174,all,0.03,0.5,
above MA200,30025.0,0.9371190674437968,0.004529558701082431,0.01847049636071723,30.90850957535387,5.975861215723392,6.1679956450205795,-0.1921344292971875,0.1624696199927631,trend_x_period,0.03,0.5,test
above MA200,44868.0,0.9409378621734866,0.014197200677543015,0.01405889559535406,34.61076936792369,4.062000311493641,4.087120226837251,-0.025119915343609273,0.10776184476184802,trend_x_period,0.03,0.5,train
beaten-down,8953.0,0.9477270188763542,0.008600469116497263,0.01889692927467514,24.491902155702,7.715582544198477,7.4452351136572625,0.27034743054121485,0.21453065575607932,trend_x_period,0.03,0.5,test
beaten-down,14460.0,0.9672199170124481,0.011825726141078838,0.020430177633882433,20.31784232365145,10.055288995967949,10.634891005390473,-0.5796020094225234,0.288225861866519,trend_x_period,0.03,0.5,train
below MA200,7476.0,0.9481005885500268,0.0072231139646869984,0.018784871126969648,29.1669341894061,6.440468170217429,6.55390147800729,-0.11343330778986155,0.17615136859488367,trend_x_period,0.03,0.5,test
below MA200,9662.0,0.9516663216725315,0.015731732560546472,0.016626871548694543,28.59118194990685,5.815384469878032,6.079984802273184,-0.26460033239515157,0.15778082807154736,trend_x_period,0.03,0.5,train
low vol,15081.0,0.9337577083747762,0.0033817386114979114,0.017827790920591648,40.155427358928456,4.439696472717949,4.550475641499154,-0.11077916878120427,0.1183512726234901,vol_x_period,0.03,0.5,test
low vol,23386.0,0.9346190028222013,0.014410330967245361,0.013108364650028069,41.093303685965964,3.189902848941491,3.251473853345266,-0.061571004403774936,0.0836909202222158,vol_x_period,0.03,0.5,train
mid vol,16671.0,0.9372563133585268,0.006238378021714354,0.017230184071950597,29.505848479395357,5.839582645448359,6.024893689067825,-0.18531104361946618,0.15848663976944133,vol_x_period,0.03,0.5,test
mid vol,21795.0,0.9426015141087405,0.014177563661390228,0.013859959990819343,32.38095893553567,4.280280895452135,4.310798828996691,-0.03051793354455598,0.1138695130496028,vol_x_period,0.03,0.5,train
high vol,14687.0,0.9524068904473344,0.007625791516306938,0.020947010555933513,18.209981616395453,11.503037727986372,11.449392212407727,0.053645515578645914,0.33603992071782196,vol_x_period,0.03,0.5,test
high vol,23779.0,0.9659363303755415,0.013162874805500652,0.0200933207687885,19.157029311577443,10.488745641081842,10.930352014552955,-0.44160637347111403,0.30235982597110134,vol_x_period,0.03,0.5,train
6m losers,15219.0,0.9449372494907681,0.008016295420198436,0.018501024446220638,27.314409619554503,6.773356885215515,6.7167708252479255,0.05658605996758923,0.1860527927433786,mom_x_period,0.03,0.5,test
6m losers,23118.0,0.9621507050782939,0.012544337745479714,0.019299714767764393,23.278051734579115,8.290949340530513,8.672107519695745,-0.38115817916523054,0.23225442676971908,mom_x_period,0.03,0.5,train
6m middle,15569.0,0.9346136553407413,0.004560344273877577,0.017965223603100215,32.645963131864605,5.503045975557381,5.604922413812114,-0.10187643825473229,0.14870889921882124,mom_x_period,0.03,0.5,test
6m middle,22768.0,0.9403109627547435,0.014054813773717497,0.014271360972992005,35.60563070976809,4.008175305002189,4.1100203324202145,-0.10184502741802504,0.10626091128756476,mom_x_period,0.03,0.5,train
6m winners,15530.0,0.9432710882163554,0.004571796522858983,0.01940005015752336,28.242949130714745,6.868988811237646,7.121988627241039,-0.25299981600339316,0.18891258431389257,mom_x_period,0.03,0.5,test
6m winners,22807.0,0.940763800587539,0.015083088525452712,0.013571708086244628,33.6903143771649,4.02837086478583,4.011249717532905,0.017121147252924847,0.10682383559201503,mom_x_period,0.03,0.5,train
above MA200,74893.0,0.941383039803453,0.0,0.017898598213554294,34.35371797097192,5.210090572635598,5.287237060722,-0.07714648808640197,0.14026431586125243,trend,0.03,none,
beaten-down,23413.0,0.9617733737667108,0.0,0.021472497157611674,23.069534019561782,9.307729033193343,9.522065152479481,-0.21433611928613747,0.26420779970176467,trend,0.03,none,
below MA200,17138.0,0.9518030108530751,0.0,0.019458299908689705,30.358151476251603,6.409579952162578,6.6027015664213415,-0.19312161425876417,0.17523681583713802,trend,0.03,none,
low vol,38467.0,0.9360490810304937,0.0,0.017351841496305063,42.03387319000702,4.1280615321526515,4.208786703202624,-0.08072517104997196,0.10960676300495331,vol,0.03,none,
mid vol,38466.0,0.9421567098216607,0.0,0.017155701432812198,32.29888732906983,5.3115456449088345,5.394240572598423,-0.0826949276895887,0.14318178603008436,vol,0.03,none,
high vol,38466.0,0.962954297301513,0.0,0.02206453251547556,20.086621951853584,10.984690491195039,11.219143166268147,-0.23445267507310766,0.31872093172911553,vol,0.03,none,
6m losers,38337.0,0.9570910608550487,0.0,0.0207356336545939,26.11495422177009,7.9401378530114926,8.13261530838858,-0.1924774553770873,0.22141751062817838,mom,0.03,none,
6m middle,38337.0,0.9395883871977463,0.0,0.017808323736696312,35.66575371051464,4.993115771852096,5.091885770454239,-0.0987699986021418,0.13404979421609386,mom,0.03,none,
6m winners,38337.0,0.9442053368808201,0.0,0.018010561118266155,32.73714688160263,5.501567129048619,5.561202739570805,-0.059635610522185696,0.1486661147009818,mom,0.03,none,
NASDAQ-100,21367.0,0.9583001825244536,0.0,0.021772073620417297,27.20789067253241,8.002117430733866,8.282685516819294,-0.280568086085428,0.22332519351991165,index,0.03,none,
S&P-only,94077.0,0.9445135367836984,0.0,0.018192414073009894,32.44052212549295,5.607928874459646,5.6903768940826875,-0.08244801962304098,0.15174731877437053,index,0.03,none,
(NASDAQ-only),2411.0,0.9556200746578183,0.0,0.02309412740705944,24.97428452924098,9.247162768574945,9.608221355432738,-0.3610585868577931,0.26228153488500117,sector,0.03,none,
Communication Services,5190.0,0.9420038535645472,0.0,0.015605101330478802,30.61791907514451,5.096721724353551,5.01264783288229,0.08407389147126187,0.13701302250070002,sector,0.03,none,
Consumer Discretionary,10681.0,0.9514090440969947,0.0,0.01985289263027973,27.95449864244921,7.101859662806794,7.299754299755801,-0.1978946369490071,0.19590514681161597,sector,0.03,none,
Consumer Staples,7706.0,0.9314819621074487,0.0,0.017183042235013088,39.57591487152868,4.341792802716671,4.232533293689354,0.10925950902731726,0.11559671597143928,sector,0.03,none,
Energy,4759.0,0.9392729565034671,0.0,0.011453189389567187,30.353015339357007,3.773328370020785,4.102510707798197,-0.3291823377774114,0.09973576745819379,sector,0.03,none,
Financials,17355.0,0.9451454912129069,0.0,0.018658054591851228,32.376375684240855,5.762860788934138,5.785518100157443,-0.022657311223305304,0.1562502922942921,sector,0.03,none,
Health Care,13283.0,0.9499360084318301,0.0,0.018557533172297754,32.309945042535574,5.74359787609265,5.912106175673792,-0.16850829958114175,0.1556894778067599,sector,0.03,none,
Industrials,18167.0,0.9516706115484119,0.0,0.020616189806710473,30.60334672758298,6.73658014929752,6.896543463565873,-0.15996331426835303,0.18495484067303836,sector,0.03,none,
Information Technology,16249.0,0.9592590313250046,0.0,0.02117738425249134,25.658994399655363,8.253396030506863,8.539823031664808,-0.28642700115794495,0.2310898054578534,sector,0.03,none,
Materials,5682.0,0.941921858500528,0.0,0.01760545636340731,33.759943681802184,5.214895063020286,5.181199670982929,0.03369539203735726,0.14040230768778428,sector,0.03,none,
Real Estate,6916.0,0.9336321573163678,0.0,0.015913379118759122,36.846587622903414,4.318820315634208,4.46856643015611,-0.14974611452190215,0.11495135586692529,sector,0.03,none,
Utilities,7045.0,0.9402413058907026,0.0,0.020157161136941857,36.268275372604684,5.5577942236998705,5.588839139171952,-0.03104491547208186,0.150293938735087,sector,0.03,none,
test,46454.0,0.9412752400223877,0.0,0.019162347987226703,29.936001205493607,6.4011047620181785,6.504289431974554,-0.10318466995637518,0.17498600231836514,period,0.03,none,
train,68990.0,0.9509639078127264,0.0,0.01864797684295374,32.50631975648645,5.736723499507399,5.857671258131933,-0.12094775862453422,0.15548940493594032,period,0.03,none,
ALL,115444.0,0.9470652437545477,0.0,0.018854956825768408,31.472038390908146,5.991018627892674,6.10516747876909,-0.11414885087641588,0.16291346396818418,all,0.03,none,
above MA200,30025.0,0.9374188176519567,0.0,0.018902838157603814,31.32622814321399,6.034189009664932,6.2282581195913735,-0.19406910992644083,0.1641785174775714,trend_x_period,0.03,none,test
above MA200,44868.0,0.9440358384594811,0.0,0.017226575740520347,36.37966925202817,4.73522054892238,4.744992745648716,-0.009772196726335865,0.126707107747563,trend_x_period,0.03,none,train
beaten-down,8953.0,0.9478387132804647,0.0,0.019480173652881,25.2675080978443,7.70957451658755,7.43659304139799,0.27298147518956073,0.21434692863617122,trend_x_period,0.03,none,test
beaten-down,14460.0,0.9704011065006916,0.0,0.022706056793701145,21.708644536652834,10.45945395409846,11.02498003162794,-0.5655260775294787,0.30139984823663135,trend_x_period,0.03,none,train
below MA200,7476.0,0.9489031567683253,0.0,0.019823970439049102,29.943418940609952,6.6204765990043235,6.721933056987298,-0.10145645798297466,0.18149526257023396,trend_x_period,0.03,none,test
below MA200,9662.0,0.9540467812047195,0.0,0.01917536129505207,30.679051956116744,6.250310903505254,6.5126580007373205,-0.2623470972320662,0.1705323339569329,trend_x_period,0.03,none,train
low vol,15081.0,0.9338240169750016,0.0,0.01807898844120173,40.43710629268616,4.470890748300569,4.583498816284667,-0.11260806798409789,0.1192303576190219,vol_x_period,0.03,none,test
low vol,23386.0,0.9374839647652442,0.0,0.016882924063824665,43.063585050885145,3.920464133182439,3.981882879448871,-0.06141874626643226,0.10381938614774588,vol_x_period,0.03,none,train
mid vol,16671.0,0.9373762821666367,0.0,0.017687405585284505,30.097174734569013,5.87676608893429,6.054601861735703,-0.1778357728014128,0.1595720407329666,vol_x_period,0.03,none,test
mid vol,21795.0,0.9458132599220005,0.0,0.016749000816805505,33.98297774718972,4.928644258724676,4.946887233444197,-0.018242974719521153,0.13220973177568607,vol_x_period,0.03,none,train
high vol,14687.0,0.95329202696262,0.0,0.02193839791683721,18.971539456662356,11.563846975598475,11.512612140326317,0.05123483527215769,0.3380864662777596,vol_x_period,0.03,none,test
high vol,23779.0,0.9689221582068211,0.0,0.022142439023327083,20.77534799613104,10.658035199916089,11.053621073735505,-0.3955858738194156,0.3079217937993619,vol_x_period,0.03,none,train
6m losers,15219.0,0.9452000788488074,0.0,0.019178274789558095,28.05118601747815,6.836885534040693,6.774074125705588,0.0628114083351056,0.18795179807183926,mom_x_period,0.03,none,test
6m losers,23118.0,0.9649191106497101,0.0,0.02176087132943514,24.840297603598927,8.760310233272877,9.142572809791048,-0.3822625765181713,0.24690337544893048,mom_x_period,0.03,none,train
6m middle,15569.0,0.9348063459438628,0.0,0.018332780362410022,33.0576787205344,5.545695000968798,5.646562112732577,-0.10086711176377958,0.1499434616472013,mom_x_period,0.03,none,test
6m middle,22768.0,0.9428583977512298,0.0,0.017449694730822418,37.449183063949405,4.659566191610848,4.757070324292005,-0.09750413268115685,0.12456210508867605,mom_x_period,0.03,none,train
6m winners,15530.0,0.9437218287186091,0.0,0.01996246785684994,28.720283322601418,6.950651437738597,7.205696802531318,-0.25504536479272116,0.19136007167365676,mom_x_period,0.03,none,test
6m winners,22807.0,0.9445345727189021,0.0,0.016681446738899902,35.4723549787346,4.702661198812511,4.654563939289445,0.04809725952306611,0.12578346433387466,mom_x_period,0.03,none,train
above MA200,74893.0,0.5505454448346307,0.44750510728639525,0.004800231742830036,12.960784051914064,3.703658454305572,3.9401611005857586,-0.2365026462801867,0.09780739552242834,trend,0.05,0.05,
beaten-down,23413.0,0.5627215649425533,0.43621065220176825,0.006427255953715821,7.935335070260112,8.099539460915471,9.031748776413416,-0.9322093154979453,0.2263297676114009,trend,0.05,0.05,
below MA200,17138.0,0.5664021472750612,0.43283930446959973,0.006549609887286113,11.275061267359085,5.808935075365851,6.213862361392195,-0.4049272860263443,0.1575927846166547,trend,0.05,0.05,
low vol,38467.0,0.5628460758572282,0.43585410871656227,0.005992372772719162,17.685496659474353,3.3882977041014954,3.395356739830536,-0.007059035729040401,0.08912066347609437,vol,0.05,0.05,
mid vol,38466.0,0.5472105235792648,0.45047574481360164,0.004321180732739627,11.215229033432122,3.8529580803551764,4.130574654354679,-0.2776165739995024,0.10194394559183606,vol,0.05,0.05,
high vol,38466.0,0.5562314771486507,0.44259865855560754,0.0058747377430487585,6.175141683564706,9.513527047783404,11.01706702492839,-1.5035399771449869,0.27077495455649503,vol,0.05,0.05,
6m losers,38337.0,0.5676500508646999,0.4310196415994992,0.006768581385241553,9.441714270808879,7.168805569734407,7.829975786567103,-0.6611702168326963,0.19792294467447813,mom,0.05,0.05,
6m middle,38337.0,0.5660328142525498,0.4316717531366565,0.006378736650302397,14.078931580457521,4.530696533220248,4.760188360566087,-0.22949182734583784,0.12091766789489333,mom,0.05,0.05,
6m winners,38337.0,0.5328533792419855,0.46597281999113127,0.0030675500019758896,11.565719800714714,2.652277640157189,2.9121875749517394,-0.2599099347945505,0.0691121466432909,mom,0.05,0.05,
NASDAQ-100,21367.0,0.560677680535405,0.43824589319979407,0.006154360201760091,9.997098329199233,6.156146512818241,6.893869334467793,-0.7377228216495519,0.16775973867320593,index,0.05,0.05,
S&P-only,94077.0,0.5541630791798208,0.4441255567248105,0.0052162813373876704,12.07612912826727,4.319497814227267,4.604179676553684,-0.28468186232641746,0.11497038333604648,index,0.05,0.05,
(NASDAQ-only),2411.0,0.5512235586893405,0.4483616756532559,0.006241650578926373,8.714226462048943,7.162598546307228,8.087303870261012,-0.9247053239537842,0.19773571797691392,sector,0.05,0.05,
Communication Services,5190.0,0.5385356454720617,0.4601156069364162,0.004173465344445149,10.151830443159923,4.11104713363011,4.414276534875121,-0.30322940124501196,0.10913130266048565,sector,0.05,0.05,
Consumer Discretionary,10681.0,0.5558468308210842,0.44237430952158036,0.005599248403017655,9.590768654620353,5.838164389796033,6.372372281911045,-0.5342078921150126,0.1584452603081543,sector,0.05,0.05,
Consumer Staples,7706.0,0.5437321567609655,0.45380223202699194,0.003986713737790826,15.850765637165845,2.5151553111371725,2.3687787999035304,0.14637651123364198,0.06542517453634322,sector,0.05,0.05,
Energy,4759.0,0.5494851859634377,0.4500945576801849,0.00496601875079815,8.23996637949149,6.026746375031467,6.371552163631825,-0.3448057886003579,0.16396032272664107,sector,0.05,0.05,
Financials,17355.0,0.555229040622299,0.4421204263900893,0.005276859853989379,12.48510515701527,4.226524156285827,4.304315030935219,-0.07779087464939122,0.11236224988112231,sector,0.05,0.05,
Health Care,13283.0,0.5480689603252278,0.4508770609049161,0.004271501718317517,11.308439358578635,3.7772689783910245,4.468261094652349,-0.6909921162613251,0.09984493908797121,sector,0.05,0.05,
Industrials,18167.0,0.5619529916882259,0.43711124566521714,0.006185743429709715,12.024109649364231,5.144450283715421,5.698999948388259,-0.5545496646728384,0.13838069793560415,sector,0.05,0.05,
Information Technology,16249.0,0.5575727737091514,0.44218105729583357,0.005734746993090376,8.642316450243092,6.635659578201477,7.672342012638342,-1.0366824344368655,0.1819471026949946,sector,0.05,0.05,
Materials,5682.0,0.5392467441041887,0.45969728968673,0.003544429877874617,10.891235480464625,3.254387332118734,3.740726940383309,-0.4863396082645748,0.08545279113494564,sector,0.05,0.05,
Real Estate,6916.0,0.5559572006940428,0.4407171775592828,0.005354771479715197,14.090803932909196,3.800188765105929,3.7829558237613785,0.017232941344550973,0.10048012877803925,sector,0.05,0.05,
Utilities,7045.0,0.589638041163946,0.40667139815471964,0.008560869076709277,18.041305890702628,4.745149341501393,4.5834849029975135,0.16166443850387888,0.12698891781562693,sector,0.05,0.05,
test,46454.0,0.5532354587333707,0.442803633702157,0.005177446718018388,11.375834158522409,4.551267753969156,4.949953084521261,-0.3986853305521052,0.12149863250005577,period,0.05,0.05,
train,68990.0,0.5568053341063922,0.4431946658936078,0.005532964255248609,11.903768662124946,4.6480777746069855,4.977238295993079,-0.3291605213860937,0.1242367337638417,period,0.05,0.05,
ALL,115444.0,0.5553688368386404,0.44303731679428987,0.005389906048026989,11.691330861716503,4.610173223030018,4.9665551694044465,-0.3563819463744288,0.12316387790757055,all,0.05,0.05,
above MA200,30025.0,0.548376353039134,0.4467610324729392,0.004728064690611115,12.044596169858451,3.9254655149361306,4.398969485429113,-0.4735039704929821,0.10395846003128728,trend_x_period,0.05,0.05,test
above MA200,44868.0,0.5519969688865115,0.44800303111348844,0.004848524863603707,13.573883391281091,3.571951168166111,3.6677242942281962,-0.09577312606208531,0.09417110746706481,trend_x_period,0.05,0.05,train
beaten-down,8953.0,0.5551211884284597,0.4420864514687814,0.005358080622866057,8.976097397520384,5.969276385465925,6.070147948400386,-0.10087156293446162,0.16227685355671873,trend_x_period,0.05,0.05,test
beaten-down,14460.0,0.5674273858921162,0.43257261410788383,0.007089242588369898,7.290940525587828,9.723358136703949,11.289264662681745,-1.5659065259777971,0.2775057922733768,trend_x_period,0.05,0.05,train
below MA200,7476.0,0.5704922418405565,0.42776886035313,0.006765927191908468,11.563804173354734,5.850952757829025,6.213500503824298,-0.3625477459952731,0.15881843086671465,trend_x_period,0.05,0.05,test
below MA200,9662.0,0.5632374249637756,0.4367625750362244,0.006382233757151906,11.051645622024425,5.774917125855883,6.214155325014958,-0.4392381991590738,0.1566014346693132,trend_x_period,0.05,0.05,train
low vol,15081.0,0.553212651680923,0.4434719183078045,0.005082206638151948,16.473907565811285,3.0850037356644995,3.2033423499610394,-0.11833861429654002,0.08083090830446915,vol_x_period,0.05,0.05,test
low vol,23386.0,0.5690584110151372,0.43094158898486273,0.00657931433927215,18.46681775421192,3.5627764495436884,3.5058186458945775,0.05695780364911097,0.09391825135839071,vol_x_period,0.05,0.05,train
mid vol,16671.0,0.5555755503569072,0.4390858376822026,0.005168012241960171,11.119129026453122,4.647857066560823,4.932106722892544,-0.2842496563317215,0.12423048385818114,vol_x_period,0.05,0.05,test
mid vol,21795.0,0.5408121128699243,0.4591878871300757,0.0036734391364920613,11.288735948612066,3.2540748168918814,3.52669397353034,-0.2726191566384585,0.08544424559227104,vol_x_period,0.05,0.05,train
high vol,14687.0,0.5508272622046708,0.4461088037039559,0.0053082206709248545,6.440593722339484,8.241818844298557,9.600789038153207,-1.358970193854652,0.23073098933019387,vol_x_period,0.05,0.05,test
high vol,23779.0,0.5595693679296858,0.44043063207031413,0.006224644645705884,6.01118634088902,10.355101793076832,11.954313307305782,-1.5992115142289498,0.29798563466382166,vol_x_period,0.05,0.05,train
6m losers,15219.0,0.560220776660753,0.436428149024246,0.005755883388448134,10.14869570931073,5.671549875288414,5.81017921731963,-0.13862934203121555,0.1535942953056384,mom_x_period,0.05,0.05,test
6m losers,23118.0,0.5725408772385154,0.42745912276148457,0.007435258901168493,8.976295527294749,8.2832153626846,9.333313583101218,-1.050098220416616,0.23201448723542017,mom_x_period,0.05,0.05,train
6m middle,15569.0,0.5649046181514548,0.4294431241569786,0.006335460956488151,13.27304258462329,4.773179108027372,5.181548519933344,-0.4083694119059718,0.1277848688397667,mom_x_period,0.05,0.05,test
6m middle,22768.0,0.5668042867182009,0.433195713281799,0.0064083290289476,14.630007027406887,4.380263807763497,4.49878253698092,-0.11851872921742274,0.11667830528411338,mom_x_period,0.05,0.05,train
6m winners,15530.0,0.5345782356728912,0.4625241468126207,0.0034319970923469647,10.738763683193818,3.195895909058922,3.834456807072384,-0.638560898013462,0.08385454487971122,mom_x_period,0.05,0.05,test
6m winners,22807.0,0.5316788705222081,0.4683211294777919,0.0028193865734906527,12.128820099092383,2.324534909790303,2.3561594692751977,-0.03162455948489489,0.06032076667633879,mom_x_period,0.05,0.05,train
above MA200,74893.0,0.7288932209952866,0.2649379781822066,0.009944078886710837,22.246658566221143,4.469920216157639,4.73823188878953,-0.2683116726318914,0.1192029967092878,trend,0.05,0.1,
beaten-down,23413.0,0.7374962627600051,0.25904412078759664,0.011697227308572837,13.465724170332722,8.686667839479302,9.201833578845301,-0.515165739365999,0.2445935456415158,trend,0.05,0.1,
below MA200,17138.0,0.7338662621075972,0.2624576963472984,0.010758243214135878,19.095927179367486,5.633789400788982,5.9565361691897625,-0.32274676840078015,0.1524977182259164,trend,0.05,0.1,
low vol,38467.0,0.7390490550341852,0.2563236020485091,0.011323864282464785,29.835053422414017,3.795489862926664,3.9445124467945925,-0.1490225838679288,0.10034987553651797,vol,0.05,0.1,
mid vol,38466.0,0.723652056361462,0.26945874278583687,0.009094064596423384,19.473535069931888,4.669960828255099,4.916250896349136,-0.24629006809403706,0.1248565795341614,vol,0.05,0.1,
high vol,38466.0,0.7316331305568554,0.2641553579784745,0.01087424396284318,10.693521551500027,10.169001774086109,11.044372380738627,-0.8753706066525184,0.291918907294348,vol,0.05,0.1,
6m losers,38337.0,0.7396249054438271,0.2562015807183661,0.011829221557669642,15.961629757153663,7.411036177159815,7.825055817920016,-0.41401964076020126,0.20525232369664193,mom,0.05,0.1,
6m middle,38337.0,0.7340428306857605,0.25844484440618726,0.010729637829795389,23.853327073062577,4.498172433946251,4.671837987171535,-0.1736655532252841,0.11999974619844211,mom,0.05,0.1,
6m winners,38337.0,0.720896262096669,0.27498239298849675,0.008772855517395569,20.24435923520359,4.333481448076736,4.714658819481122,-0.3811773714043864,0.11536318430353898,mom,0.05,0.1,
NASDAQ-100,21367.0,0.7344035194458745,0.26199279262414005,0.011173210435113908,16.804745635793513,6.648842343269608,7.329464634310948,-0.6806222910413402,0.18233955674187619,index,0.05,0.1,
S&P-only,94077.0,0.7306886911785028,0.2636882553652859,0.010249538865767748,20.723354273626924,4.945887972784202,5.187319156848459,-0.2414311840642574,0.13270158801340592,index,0.05,0.1,
(NASDAQ-only),2411.0,0.7270841974284529,0.27125673994193283,0.011283539313836,14.139776026545002,7.979998617130209,8.484272659698973,-0.5042740425687647,0.22264405342353677,sector,0.05,0.1,
Communication Services,5190.0,0.7052023121387283,0.2926782273603083,0.006900471165201642,17.36801541425819,3.9730913409581237,3.8969136670515594,0.0761776739065641,0.10528367047478993,sector,0.05,0.1,
Consumer Discretionary,10681.0,0.7260556127703398,0.2686078082576538,0.01000867914583363,16.074524857223107,6.226423010777962,6.839757458924416,-0.6133344481464541,0.16982835395499962,sector,0.05,0.1,
Consumer Staples,7706.0,0.7185310147936673,0.2754996106929665,0.008209048101787514,27.631326239294058,2.970920769671041,2.8451550014579916,0.1257657682130495,0.07772903767141837,sector,0.05,0.1,
Energy,4759.0,0.7133851649506199,0.28388316873292707,0.007562289278231987,14.433914687959655,5.239250363964133,5.64432594498539,-0.4050755810212567,0.14110208263639734,sector,0.05,0.1,
Financials,17355.0,0.7414577931431864,0.2515125324114088,0.011753810253666773,21.586171132238547,5.445064889767632,5.644794254850136,-0.19972936508250333,0.1470326363172929,sector,0.05,0.1,
Health Care,13283.0,0.7293533087404954,0.26816231273055785,0.009530489754043138,19.806143190544304,4.811885717656081,5.274152625331943,-0.46226690767586104,0.12888492681050123,sector,0.05,0.1,
Industrials,18167.0,0.7408487917652887,0.2545824847250509,0.011917527531538456,20.218748279848075,5.894295416604299,6.3468722055634,-0.4525767889591013,0.16008408071607727,sector,0.05,0.1,
